	index_livre	book_id	index_user	user_id	rating
5275	278	543	395	51452	2
5276	278	543	424	44023	5
5277	278	543	480	18090	1
5278	278	543	491	6596	3
5279	278	543	531	19984	5
5280	278	543	549	14599	5
5281	279	209	0	52036	3
5282	279	209	1	30944	3
5283	279	209	6	39703	5
5284	279	209	8	6342	4
5285	279	209	10	24499	4
5286	279	209	11	19729	4
5287	279	209	19	9731	3
5288	279	209	20	7563	4
5289	279	209	21	32055	3
5290	279	209	22	15604	5
5291	279	209	25	50999	4
5292	279	209	35	13794	2
5293	279	209	38	32745	3
5294	279	209	41	18313	1
5295	279	209	42	46139	3
5296	279	209	43	25164	4
5297	279	209	45	2487	3
5298	279	209	50	21217	4
5299	279	209	52	44397	5
5300	279	209	55	30681	3
5301	279	209	57	13991	4
5302	279	209	68	40126	5
5303	279	209	71	21713	4
5304	279	209	73	39618	4
5305	279	209	76	11999	3
5306	279	209	77	17566	4
5307	279	209	83	1185	4
5308	279	209	101	13879	3
5309	279	209	107	11854	5
5310	279	209	108	10751	3
5311	279	209	115	43985	4
5312	279	209	120	23603	3
5313	279	209	136	16346	2
5314	279	209	137	32576	5
5315	279	209	138	15935	1
5316	279	209	160	12361	5
5317	279	209	161	51480	1
5318	279	209	169	32592	4
5319	279	209	170	10907	3
5320	279	209	173	13925	5
5321	279	209	175	8340	2
5322	279	209	178	13776	4
5323	279	209	181	27612	5
5324	279	209	191	19541	4
5325	279	209	197	13282	3
5326	279	209	203	19942	1
5327	279	209	209	22164	3
5328	279	209	210	31198	4
5329	279	209	215	26579	3
5330	279	209	232	14136	5
5331	279	209	236	13274	5
5332	279	209	244	10256	3
5333	279	209	246	13189	5
5334	279	209	257	50096	5
5335	279	209	261	12474	4
5336	279	209	266	26661	5
5337	279	209	270	27900	5
5338	279	209	272	9804	5
5339	279	209	287	15748	4
5340	279	209	291	16177	5
5341	279	209	301	9165	3
5342	279	209	303	39452	5
5343	279	209	304	29819	4
5344	279	209	307	3005	5
5345	279	209	317	10297	4
5346	279	209	319	8569	3
5347	279	209	344	19526	5
5348	279	209	346	35259	3
5349	279	209	357	36002	2
5350	279	209	360	14285	5
5351	279	209	361	2421	4
5352	279	209	362	30236	4
5353	279	209	363	4897	4
5354	279	209	376	41113	3
5355	279	209	388	19510	4
5356	279	209	395	51452	3
5357	279	209	401	9526	4
5358	279	209	402	439	3
5359	279	209	415	14987	2
5360	279	209	418	30833	5
5361	279	209	426	43949	5
5362	279	209	436	48822	4
5363	279	209	442	39423	3
5364	279	209	446	40317	4
5365	279	209	455	36240	5
5366	279	209	459	8313	4
5367	279	209	473	15522	4
5368	279	209	481	12761	5
5369	279	209	492	46823	4
5370	279	209	496	7999	5
5371	279	209	497	16081	4
5372	279	209	501	25278	4
5373	279	209	513	20949	5
5374	279	209	517	10228	5
5375	279	209	527	30160	2
5376	279	209	531	19984	5
5377	279	209	532	26883	4
5378	279	209	534	12145	5
5379	279	209	538	9257	5
5380	279	209	541	11214	4
5381	279	209	542	37782	3
5382	279	209	546	17359	3
5383	279	209	548	31941	5
5384	279	209	552	46479	4
5385	279	209	555	22319	4
5386	279	209	573	5574	5
5387	279	209	577	53245	4
5388	279	209	578	12334	2
5389	279	209	579	26482	4
5390	279	209	582	42810	4
5391	279	209	583	29031	3
5392	279	209	586	21237	2
5393	280	1950	275	29644	4
5394	281	1290	81	10140	3
5395	281	1290	149	51838	4
5396	281	1290	165	32635	3
5397	281	1290	212	21724	4
5398	281	1290	231	18316	5
5399	281	1290	300	11836	3
5400	281	1290	305	6025	3
5401	281	1290	338	314	4
5402	281	1290	341	15010	5
5403	281	1290	578	12334	3
5404	282	2714	197	13282	5
5405	282	2714	549	14599	3
5406	283	652	25	50999	5
5407	283	652	36	43602	3
5408	283	652	41	18313	5
5409	283	652	56	12471	3
5410	283	652	66	9011	3
5411	283	652	70	26718	2
5412	283	652	73	39618	4
5413	283	652	96	12476	1
5414	283	652	121	4536	4
5415	283	652	152	19191	3
5416	283	652	156	46421	5
5417	283	652	176	19171	5
5418	283	652	202	30184	5
5419	283	652	211	24567	3
5420	283	652	219	32033	4
5421	283	652	225	1136	3
5422	283	652	236	13274	4
5423	283	652	244	10256	2
5424	283	652	248	22572	3
5425	283	652	262	26146	5
5426	283	652	270	27900	4
5427	283	652	280	13629	4
5428	283	652	317	10297	3
5429	283	652	326	22368	4
5430	283	652	346	35259	4
5431	283	652	374	18767	3
5432	283	652	377	9195	3
5433	283	652	380	43039	4
5434	283	652	395	51452	3
5435	283	652	424	44023	3
5436	283	652	458	5245	2
5437	283	652	461	15194	3
5438	283	652	475	8302	2
5439	283	652	495	13084	4
5440	283	652	519	9384	2
5441	283	652	528	36883	4
5442	283	652	544	38156	4
5443	283	652	549	14599	4
5444	283	652	552	46479	4
5445	283	652	566	8833	3
5446	283	652	571	43325	4
5447	283	652	579	26482	2
5448	284	963	13	28158	4
5449	284	963	28	26145	3
5450	284	963	44	17643	4
5451	284	963	50	21217	3
5452	284	963	71	21713	4
5453	284	963	74	10402	3
5454	284	963	149	51838	4
5455	284	963	175	8340	1
5456	284	963	176	19171	5
5457	284	963	194	14936	4
5458	284	963	198	17984	4
5459	284	963	202	30184	5
5460	284	963	203	19942	5
5461	284	963	244	10256	3
5462	284	963	284	44650	3
5463	284	963	291	16177	3
5464	284	963	318	17222	3
5465	284	963	381	18857	5
5466	284	963	391	24834	5
5467	284	963	393	17652	3
5468	284	963	403	46958	3
5469	284	963	416	9843	5
5470	284	963	461	15194	2
5471	284	963	469	17747	3
5472	284	963	484	35866	3
5473	284	963	505	13739	3
5474	284	963	515	27027	4
5475	284	963	532	26883	3
5476	284	963	539	6867	3
5477	284	963	544	38156	3
5478	284	963	558	52740	3
5479	284	963	570	8388	2
5480	284	963	592	28739	5
5481	285	3832	548	31941	4
5482	286	1444	269	47018	3
5483	286	1444	284	44650	3
5484	286	1444	513	20949	5
5485	286	1444	606	8178	5
5486	287	1447	34	25840	5
5487	287	1447	64	10249	5
5488	287	1447	69	21733	3
5489	287	1447	95	8167	4
5490	287	1447	97	30233	3
5491	287	1447	106	33697	4
5492	287	1447	136	16346	2
5493	287	1447	137	32576	3
5494	287	1447	154	20848	5
5495	287	1447	170	10907	3
5496	287	1447	184	15318	3
5497	287	1447	222	49830	5
5498	287	1447	238	8454	4
5499	287	1447	265	11839	4
5500	287	1447	281	32419	3
5501	287	1447	288	11445	3
5502	287	1447	307	3005	5
5503	287	1447	315	4821	4
5504	287	1447	316	42508	5
5505	287	1447	353	5152	4
5506	287	1447	391	24834	5
5507	287	1447	398	9919	3
5508	287	1447	414	21676	5
5509	287	1447	421	9145	5
5510	287	1447	425	17665	5
5511	287	1447	434	23711	4
5512	287	1447	442	39423	3
5513	287	1447	447	31093	5
5514	287	1447	488	21028	5
5515	287	1447	510	23776	3
5516	287	1447	550	10110	5
5517	287	1447	590	15838	5
5518	288	3428	30	48482	3
5519	288	3428	43	25164	4
5520	288	3428	83	1185	4
5521	288	3428	98	10111	5
5522	288	3428	186	13095	5
5523	288	3428	299	29123	4
5524	288	3428	352	40115	5
5525	288	3428	490	16129	5
5526	288	3428	538	9257	3
5527	289	2402	280	13629	3
5528	289	2402	326	22368	4
5529	290	215	0	52036	3
5530	290	215	30	48482	5
5531	290	215	56	12471	5
5532	290	215	62	11691	4
5533	290	215	76	11999	5
5534	290	215	79	10288	5
5535	290	215	86	16377	4
5536	290	215	87	24326	4
5537	290	215	110	34531	5
5538	290	215	122	20782	5
5539	290	215	141	33864	5
5540	290	215	176	19171	5
5541	290	215	177	17105	3
5542	290	215	185	17883	2
5543	290	215	189	36664	5
5544	290	215	194	14936	4
5545	290	215	206	5379	4
5546	290	215	212	21724	4
5547	290	215	219	32033	5
5548	290	215	220	15494	4
5549	290	215	228	31760	4
5550	290	215	238	8454	4
5551	290	215	255	31305	3
5552	290	215	268	51762	5
5553	290	215	299	29123	3
5554	290	215	302	13163	5
5555	290	215	320	14411	3
5556	290	215	338	314	5
5557	290	215	343	44305	2
5558	290	215	375	4891	3
5559	290	215	378	22313	5
5560	290	215	382	24441	5
5561	290	215	393	17652	4
5562	290	215	404	21543	4
5563	290	215	440	44836	5
5564	290	215	445	2077	5
5565	290	215	463	12156	4
5566	290	215	482	48809	5
5567	290	215	485	45269	3
5568	290	215	509	27448	4
5569	290	215	521	40840	5
5570	290	215	553	13603	5
5571	290	215	563	43176	4
5572	290	215	567	7225	4
5573	290	215	577	53245	5
5574	290	215	595	50399	3
5575	290	215	601	50342	4
5576	290	215	604	52965	4
5577	291	1562	334	40167	4
5578	292	1711	215	26579	2
5579	292	1711	226	8579	2
5580	292	1711	237	1296	3
5581	292	1711	272	9804	4
5582	292	1711	301	9165	3
5583	292	1711	393	17652	3
5584	292	1711	427	44171	1
5585	292	1711	469	17747	3
5586	292	1711	492	46823	3
5587	292	1711	566	8833	3
5588	292	1711	570	8388	4
5589	293	897	139	2324	5
5590	293	897	234	33357	3
5591	293	897	291	16177	5
5592	293	897	293	45493	3
5593	293	897	317	10297	3
5594	293	897	344	19526	4
5595	293	897	347	15889	3
5596	293	897	388	19510	3
5597	293	897	423	18240	3
5598	293	897	458	5245	3
5599	293	897	591	10120	3
5600	294	114	2	45554	4
5601	294	114	3	12381	3
5602	294	114	9	14372	5
5603	294	114	14	33065	2
5604	294	114	16	12946	4
5605	294	114	17	37834	4
5606	294	114	22	15604	4
5607	294	114	24	11692	3
5608	294	114	26	3739	4
5609	294	114	27	8484	5
5610	294	114	29	53293	5
5611	294	114	32	23612	5
5612	294	114	33	48440	4
5613	294	114	41	18313	5
5614	294	114	46	7001	4
5615	294	114	48	3087	3
5616	294	114	49	10509	4
5617	294	114	50	21217	3
5618	294	114	52	44397	3
5619	294	114	56	12471	5
5620	294	114	57	13991	5
5621	294	114	60	11927	4
5622	294	114	62	11691	4
5623	294	114	63	36695	3
5624	294	114	65	10610	3
5625	294	114	70	26718	5
5626	294	114	78	36099	4
5627	294	114	81	10140	2
5628	294	114	90	10335	3
5629	294	114	91	40490	4
5630	294	114	94	5272	2
5631	294	114	97	30233	3
5632	294	114	99	8440	2
5633	294	114	101	13879	4
5634	294	114	102	48559	5
5635	294	114	107	11854	5
5636	294	114	115	43985	3
5637	294	114	117	46482	5
5638	294	114	119	15020	4
5639	294	114	120	23603	5
5640	294	114	132	10944	3
5641	294	114	135	5645	5
5642	294	114	138	15935	5
5643	294	114	143	23303	3
5644	294	114	145	35982	2
5645	294	114	146	37690	3
5646	294	114	149	51838	4
5647	294	114	152	19191	4
5648	294	114	154	20848	5
5649	294	114	156	46421	5
5650	294	114	157	51460	3
5651	294	114	159	51166	5
5652	294	114	163	17434	5
5653	294	114	165	32635	1
5654	294	114	166	38475	4
5655	294	114	167	8909	3
5656	294	114	175	8340	3
5657	294	114	180	5115	4
5658	294	114	181	27612	3
5659	294	114	186	13095	4
5660	294	114	192	26244	4
5661	294	114	193	1456	3
5662	294	114	198	17984	5
5663	294	114	201	13112	4
5664	294	114	203	19942	4
5665	294	114	210	31198	5
5666	294	114	213	46212	3
5667	294	114	214	12668	4
5668	294	114	215	26579	3
5669	294	114	217	47730	5
5670	294	114	221	35608	5
5671	294	114	224	9244	4
5672	294	114	227	26496	3
5673	294	114	229	6063	5
5674	294	114	230	11569	4
5675	294	114	231	18316	4
5676	294	114	232	14136	2
5677	294	114	237	1296	4
5678	294	114	238	8454	3
5679	294	114	239	26320	5
5680	294	114	242	20076	2
5681	294	114	248	22572	3
5682	294	114	252	19668	4
5683	294	114	255	31305	1
5684	294	114	256	11945	5
5685	294	114	261	12474	2
5686	294	114	265	11839	2
5687	294	114	267	2838	2
5688	294	114	270	27900	4
5689	294	114	272	9804	3
5690	294	114	273	26053	3
5691	294	114	274	8612	3
5692	294	114	286	28943	2
5693	294	114	288	11445	3
5694	294	114	299	29123	3
5695	294	114	301	9165	5
5696	294	114	303	39452	5
5697	294	114	307	3005	4
5698	294	114	318	17222	3
5699	294	114	319	8569	3
5700	294	114	321	20059	4
5701	294	114	327	18550	4
5702	294	114	328	20332	1
5703	294	114	331	37393	3
5704	294	114	336	15608	4
5705	294	114	339	1794	5
5706	294	114	342	33455	4
5707	294	114	344	19526	4
5708	294	114	345	173	5
5709	294	114	346	35259	3
5710	294	114	348	3246	3
5711	294	114	351	45811	3
5712	294	114	361	2421	3
5713	294	114	363	4897	2
5714	294	114	364	6323	2
5715	294	114	365	21728	3
5716	294	114	366	21781	3
5717	294	114	367	9752	3
5718	294	114	368	11191	5
5719	294	114	371	11588	2
5720	294	114	372	37611	3
5721	294	114	373	24011	4
5722	294	114	378	22313	5
5723	294	114	380	43039	4
5724	294	114	383	26800	4
5725	294	114	384	41926	4
5726	294	114	395	51452	4
5727	294	114	398	9919	5
5728	294	114	401	9526	3
5729	294	114	413	9722	3
5730	294	114	419	44617	4
5731	294	114	425	17665	4
5732	294	114	430	14234	4
5733	294	114	432	10087	4
5734	294	114	433	40884	4
5735	294	114	435	35296	4
5736	294	114	438	12623	1
5737	294	114	441	12840	3
5738	294	114	443	18045	2
5739	294	114	444	49382	5
5740	294	114	453	18908	3
5741	294	114	456	5629	4
5742	294	114	457	35	2
5743	294	114	459	8313	3
5744	294	114	460	11031	3
5745	294	114	467	34404	5
5746	294	114	470	11810	2
5747	294	114	472	24962	5
5748	294	114	476	8188	4
5749	294	114	477	7152	3
5750	294	114	483	26638	4
5751	294	114	486	47411	5
5752	294	114	493	13544	4
5753	294	114	496	7999	3
5754	294	114	497	16081	4
5755	294	114	498	13134	3
5756	294	114	503	27125	4
5757	294	114	504	13361	5
5758	294	114	506	6567	2
5759	294	114	508	36126	4
5760	294	114	512	27585	1
5761	294	114	518	46422	3
5762	294	114	523	9399	3
5763	294	114	530	42568	3
5764	294	114	542	37782	3
5765	294	114	547	43418	5
5766	294	114	551	29353	3
5767	294	114	553	13603	4
5768	294	114	554	41963	4
5769	294	114	556	43397	5
5770	294	114	560	3757	5
5771	294	114	561	43384	5
5772	294	114	564	18620	2
5773	294	114	573	5574	4
5774	294	114	576	18199	5
5775	294	114	578	12334	3
5776	294	114	586	21237	4
5777	294	114	593	13019	3
5778	294	114	600	52007	4
5779	294	114	603	28541	4
5780	295	2418	336	15608	3
5781	295	2418	352	40115	4
5782	295	2418	408	37153	4
5783	296	3782	105	9668	5
5784	296	3782	136	16346	4
5785	297	1695	1	30944	5
5786	297	1695	2	45554	4
5787	297	1695	4	38798	3
5788	297	1695	6	39703	5
5789	297	1695	21	32055	4
5790	297	1695	22	15604	5
5791	297	1695	34	25840	3
5792	297	1695	37	14192	5
5793	297	1695	38	32745	5
5794	297	1695	44	17643	3
5795	297	1695	71	21713	4
5796	297	1695	74	10402	3
5797	297	1695	80	11868	1
5798	297	1695	105	9668	5
5799	297	1695	113	30794	4
5800	297	1695	116	27834	5
5801	297	1695	161	51480	1
5802	297	1695	172	28824	5
5803	297	1695	178	13776	4
5804	297	1695	235	14890	3
5805	297	1695	270	27900	5
5806	297	1695	275	29644	4
5807	297	1695	276	41282	4
5808	297	1695	288	11445	3
5809	297	1695	293	45493	3
5810	297	1695	310	29689	5
5811	297	1695	344	19526	5
5812	297	1695	349	35568	4
5813	297	1695	356	32338	3
5814	297	1695	357	36002	5
5815	297	1695	394	25415	3
5816	297	1695	421	9145	5
5817	297	1695	423	18240	4
5818	297	1695	436	48822	4
5819	297	1695	447	31093	5
5820	297	1695	513	20949	5
5821	297	1695	527	30160	3
5822	297	1695	531	19984	5
5823	297	1695	546	17359	5
5824	297	1695	553	13603	5
5825	297	1695	582	42810	3
5826	297	1695	596	35521	5
5827	298	3675	201	13112	5
5828	298	3675	292	26942	5
5829	299	4085	490	16129	4
5830	299	4085	516	13195	3
5831	299	4085	577	53245	3
5832	299	4085	600	52007	4
5833	300	3960	96	12476	4
5834	300	3960	114	12466	4
5835	300	3960	134	47476	2
5836	300	3960	431	23768	2
5837	300	3960	436	48822	5
5838	301	4132	549	14599	4
5839	302	1090	29	53293	5
5840	302	1090	65	10610	3
5841	302	1090	66	9011	2
5842	302	1090	70	26718	2
5843	302	1090	107	11854	4
5844	302	1090	111	31001	3
5845	302	1090	114	12466	4
5846	302	1090	255	31305	4
5847	302	1090	258	8959	3
5848	302	1090	324	12442	4
5849	302	1090	428	46977	4
5850	302	1090	444	49382	4
5851	302	1090	467	34404	2
5852	302	1090	475	8302	5
5853	302	1090	520	13378	5
5854	302	1090	543	38851	5
5855	302	1090	558	52740	4
5856	303	2119	122	20782	4
5857	304	4888	437	49514	4
5858	304	4888	568	26097	3
5859	305	2021	22	15604	1
5860	305	2021	47	10146	2
5861	305	2021	50	21217	3
5862	305	2021	63	36695	3
5863	305	2021	66	9011	3
5864	305	2021	68	40126	4
5865	305	2021	142	11408	3
5866	305	2021	146	37690	2
5867	305	2021	169	32592	4
5868	305	2021	219	32033	5
5869	305	2021	226	8579	4
5870	305	2021	237	1296	5
5871	305	2021	265	11839	1
5872	305	2021	393	17652	3
5873	305	2021	403	46958	2
5874	305	2021	497	16081	1
5875	305	2021	522	3222	5
5876	305	2021	539	6867	4
5877	305	2021	571	43325	3
5878	305	2021	580	10317	3
5879	306	739	0	52036	3
5880	306	739	6	39703	5
5881	306	739	19	9731	4
5882	306	739	21	32055	5
5883	306	739	22	15604	5
5884	306	739	29	53293	5
5885	306	739	36	43602	4
5886	306	739	38	32745	5
5887	306	739	39	19724	3
5888	306	739	41	18313	5
5889	306	739	43	25164	4
5890	306	739	50	21217	4
5891	306	739	54	9246	4
5892	306	739	57	13991	5
5893	306	739	73	39618	3
5894	306	739	74	10402	4
5895	306	739	88	16569	5
5896	306	739	89	42404	5
5897	306	739	97	30233	3
5898	306	739	98	10111	5
5899	306	739	107	11854	4
5900	306	739	108	10751	4
5901	306	739	115	43985	4
5902	306	739	116	27834	4
5903	306	739	120	23603	5
5904	306	739	123	9125	2
5905	306	739	134	47476	4
5906	306	739	142	11408	3
5907	306	739	160	12361	4
5908	306	739	178	13776	4
5909	306	739	186	13095	4
5910	306	739	195	13034	4
5911	306	739	199	9382	4
5912	306	739	202	30184	5
5913	306	739	220	15494	4
5914	306	739	230	11569	4
5915	306	739	233	10246	3
5916	306	739	245	14385	4
5917	306	739	298	8526	5
5918	306	739	301	9165	5
5919	306	739	303	39452	5
5920	306	739	313	42574	5
5921	306	739	317	10297	3
5922	306	739	319	8569	4
5923	306	739	360	14285	5
5924	306	739	374	18767	5
5925	306	739	388	19510	3
5926	306	739	394	25415	5
5927	306	739	395	51452	3
5928	306	739	399	15501	5
5929	306	739	406	34167	4
5930	306	739	407	23874	4
5931	306	739	416	9843	5
5932	306	739	418	30833	5
5933	306	739	425	17665	4
5934	306	739	428	46977	5
5935	306	739	450	15547	3
5936	306	739	452	28540	5
5937	306	739	458	5245	4
5938	306	739	459	8313	3
5939	306	739	463	12156	5
5940	306	739	464	40721	5
5941	306	739	467	34404	4
5942	306	739	473	15522	5
5943	306	739	479	42355	5
5944	306	739	488	21028	5
5945	306	739	505	13739	3
5946	306	739	506	6567	4
5947	306	739	517	10228	4
5948	306	739	521	40840	4
5949	306	739	530	42568	5
5950	306	739	532	26883	4
5951	306	739	538	9257	5
5952	306	739	539	6867	5
5953	306	739	553	13603	5
5954	306	739	559	27160	4
5955	306	739	578	12334	4
5956	306	739	579	26482	3
5957	306	739	583	29031	5
5958	306	739	584	41733	3
5959	306	739	594	10662	3
5960	306	739	600	52007	5
5961	307	2031	180	5115	4
5962	307	2031	211	24567	3
5963	307	2031	224	9244	4
5964	307	2031	264	21487	3
5965	307	2031	283	26282	5
5966	307	2031	326	22368	3
5967	307	2031	395	51452	2
5968	307	2031	534	12145	4
5969	307	2031	592	28739	4
5970	308	2920	287	15748	5
5971	308	2920	584	41733	5
5972	309	1796	20	7563	4
5973	309	1796	75	18361	4
5974	309	1796	99	8440	3
5975	309	1796	100	18798	4
5976	309	1796	118	1952	5
5977	309	1796	125	5461	5
5978	309	1796	245	14385	3
5979	309	1796	273	26053	1
5980	309	1796	332	3114	4
5981	309	1796	353	5152	3
5982	309	1796	366	21781	3
5983	309	1796	371	11588	2
5984	309	1796	396	10727	1
5985	309	1796	438	12623	5
5986	309	1796	454	26400	5
5987	309	1796	490	16129	4
5988	310	1396	240	30879	5
5989	310	1396	554	41963	4
5990	311	2358	260	41577	3
5991	311	2358	340	52583	3
5992	311	2358	461	15194	3
5993	311	2358	535	48622	3
5994	311	2358	552	46479	3
5995	312	2293	240	30879	3
5996	312	2293	251	16576	4
5997	312	2293	254	13000	3
5998	313	595	5	12874	3
5999	313	595	8	6342	4
6000	313	595	9	14372	4
6001	313	595	14	33065	3
6002	313	595	15	24143	4
6003	313	595	18	26629	3
6004	313	595	19	9731	4
6005	313	595	22	15604	4
6006	313	595	23	28767	2
6007	313	595	26	3739	4
6008	313	595	29	53293	5
6009	313	595	31	32305	3
6010	313	595	42	46139	4
6011	313	595	46	7001	4
6012	313	595	47	10146	4
6013	313	595	48	3087	3
6014	313	595	53	21228	3
6015	313	595	58	5885	4
6016	313	595	62	11691	5
6017	313	595	69	21733	2
6018	313	595	73	39618	3
6019	313	595	76	11999	4
6020	313	595	81	10140	3
6021	313	595	83	1185	4
6022	313	595	92	11272	3
6023	313	595	97	30233	2
6024	313	595	101	13879	4
6025	313	595	105	9668	5
6026	313	595	109	2900	1
6027	313	595	110	34531	1
6028	313	595	117	46482	5
6029	313	595	121	4536	1
6030	313	595	123	9125	4
6031	313	595	124	49298	1
6032	313	595	125	5461	5
6033	313	595	127	951	4
6034	313	595	133	33872	3
6035	313	595	135	5645	5
6036	313	595	139	2324	4
6037	313	595	140	36308	3
6038	313	595	154	20848	5
6039	313	595	156	46421	5
6040	313	595	162	43622	3
6041	313	595	164	725	5
6042	313	595	171	8669	4
6043	313	595	179	8710	5
6044	313	595	182	11527	4
6045	313	595	183	6634	4
6046	313	595	188	3641	1
6047	313	595	192	26244	3
6048	313	595	209	22164	3
6049	313	595	212	21724	4
6050	313	595	213	46212	3
6051	313	595	219	32033	4
6052	313	595	223	1169	3
6053	313	595	224	9244	5
6054	313	595	226	8579	4
6055	313	595	235	14890	2
6056	313	595	237	1296	5
6057	313	595	241	20406	2
6058	313	595	243	38067	2
6059	313	595	245	14385	3
6060	313	595	246	13189	3
6061	313	595	248	22572	3
6062	313	595	250	28831	3
6063	313	595	251	16576	5
6064	313	595	253	23497	4
6065	313	595	255	31305	1
6066	313	595	261	12474	3
6067	313	595	267	2838	3
6068	313	595	278	11911	5
6069	313	595	280	13629	4
6070	313	595	286	28943	2
6071	313	595	303	39452	5
6072	313	595	307	3005	5
6073	313	595	311	38080	5
6074	313	595	324	12442	3
6075	313	595	327	18550	4
6076	313	595	337	8519	5
6077	313	595	341	15010	2
6078	313	595	342	33455	4
6079	313	595	343	44305	3
6080	313	595	348	3246	3
6081	313	595	353	5152	4
6082	313	595	363	4897	2
6083	313	595	366	21781	4
6084	313	595	367	9752	5
6085	313	595	371	11588	2
6086	313	595	373	24011	4
6087	313	595	375	4891	2
6088	313	595	382	24441	5
6089	313	595	383	26800	3
6090	313	595	389	5636	2
6091	313	595	393	17652	4
6092	313	595	398	9919	5
6093	313	595	406	34167	3
6094	313	595	415	14987	4
6095	313	595	416	9843	5
6096	313	595	454	26400	4
6097	313	595	456	5629	4
6098	313	595	459	8313	5
6099	313	595	462	39933	2
6100	313	595	464	40721	4
6101	313	595	465	20243	4
6102	313	595	466	8258	5
6103	313	595	470	11810	2
6104	313	595	481	12761	5
6105	313	595	482	48809	4
6106	313	595	483	26638	4
6107	313	595	486	47411	3
6108	313	595	488	21028	2
6109	313	595	489	43554	1
6110	313	595	497	16081	5
6111	313	595	502	27499	3
6112	313	595	509	27448	1
6113	313	595	515	27027	4
6114	313	595	516	13195	1
6115	313	595	530	42568	3
6116	313	595	536	20074	4
6117	313	595	537	32834	4
6118	313	595	538	9257	4
6119	313	595	540	52136	2
6120	313	595	550	10110	4
6121	313	595	562	2665	4
6122	313	595	565	31996	3
6123	313	595	571	43325	1
6124	313	595	575	41616	2
6125	313	595	600	52007	4
6126	313	595	605	30561	4
6127	314	4383	24	11692	4
6128	314	4383	40	9806	4
6129	314	4383	43	25164	4
6130	314	4383	74	10402	4
6131	314	4383	102	48559	5
6132	314	4383	123	9125	2
6133	314	4383	166	38475	4
6134	314	4383	178	13776	4
6135	314	4383	188	3641	5
6136	314	4383	207	22602	3
6137	314	4383	210	31198	4
6138	314	4383	245	14385	3
6139	314	4383	251	16576	3
6140	314	4383	288	11445	4
6141	314	4383	310	29689	5
6142	314	4383	397	9474	5
6143	314	4383	423	18240	3
6144	314	4383	459	8313	5
6145	314	4383	466	8258	4
6146	314	4383	526	11837	4
6147	314	4383	581	9357	3
6148	314	4383	586	21237	4
6149	314	4383	589	32916	4
6150	315	1613	62	11691	3
6151	315	1613	146	37690	3
6152	315	1613	221	35608	3
6153	315	1613	242	20076	4
6154	315	1613	395	51452	3
6155	315	1613	402	439	4
6156	315	1613	515	27027	2
6157	315	1613	602	274	5
6158	316	3292	162	43622	5
6159	317	2837	206	5379	4
6160	317	2837	277	47478	2
6161	317	2837	432	10087	2
6162	317	2837	576	18199	4
6163	318	3012	576	18199	4
6164	319	4028	130	16913	3
6165	320	562	30	48482	5
6166	320	562	56	12471	2
6167	320	562	71	21713	5
6168	320	562	122	20782	5
6169	320	562	216	17804	4
6170	320	562	225	1136	4
6171	320	562	352	40115	5
6172	320	562	385	40819	4
6173	320	562	444	49382	5
6174	320	562	445	2077	5
6175	320	562	485	45269	5
6176	320	562	494	33069	5
6177	320	562	509	27448	5
6178	320	562	521	40840	5
6179	320	562	554	41963	5
6180	320	562	571	43325	5
6181	320	562	574	52929	5
6182	321	2224	55	30681	4
6183	321	2224	491	6596	4
6184	321	2224	526	11837	3
6185	321	2224	548	31941	5
6186	321	2224	552	46479	3
6187	322	4816	254	13000	4
6188	322	4816	424	44023	5
6189	323	3580	37	14192	5
6190	323	3580	95	8167	3
6191	323	3580	121	4536	3
6192	323	3580	127	951	4
6193	323	3580	137	32576	4
6194	323	3580	179	8710	3
6195	323	3580	195	13034	4
6196	323	3580	230	11569	4
6197	323	3580	235	14890	3
6198	323	3580	247	4147	4
6199	323	3580	341	15010	4
6200	323	3580	454	26400	4
6201	323	3580	505	13739	4
6202	323	3580	535	48622	5
6203	323	3580	541	11214	4
6204	324	711	96	12476	4
6205	324	711	165	32635	4
6206	324	711	204	14546	5
6207	324	711	251	16576	4
6208	324	711	260	41577	5
6209	324	711	300	11836	4
6210	324	711	333	41318	4
6211	324	711	403	46958	2
6212	324	711	413	9722	4
6213	324	711	435	35296	5
6214	324	711	474	34703	2
6215	324	711	509	27448	5
6216	324	711	549	14599	5
6217	324	711	563	43176	4
6218	325	3869	263	17832	3
6219	325	3869	286	28943	1
6220	325	3869	404	21543	4
6221	325	3869	410	41228	3
6222	325	3869	570	8388	3
6223	325	3869	582	42810	3
6224	326	3560	118	1952	4
6225	326	3560	135	5645	5
6226	326	3560	188	3641	5
6227	326	3560	298	8526	5
6228	326	3560	443	18045	5
6229	327	4265	67	18031	4
6230	327	4265	217	47730	3
6231	327	4265	272	9804	3
6232	327	4265	335	33716	4
6233	327	4265	369	21658	2
6234	327	4265	383	26800	2
6235	327	4265	418	30833	4
6236	327	4265	450	15547	3
6237	327	4265	527	30160	2
6238	327	4265	545	18957	3
6239	328	1189	203	19942	5
6240	328	1189	349	35568	3
6241	329	1968	90	10335	4
6242	329	1968	106	33697	2
6243	329	1968	130	16913	4
6244	329	1968	144	40251	5
6245	329	1968	231	18316	5
6246	329	1968	251	16576	4
6247	329	1968	280	13629	3
6248	329	1968	417	38766	5
6249	329	1968	468	33633	5
6250	329	1968	510	23776	3
6251	329	1968	525	37855	4
